CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;Distrito;OSS;COMPETÊNCIA;INDICADOR;TER REALIZADO A PRIMEIRA CONSULTA DE PRÉ-NATAL ATÉ 12 SEMANAS DE GESTAÇÃO;TER REALIZADO PELO MENOS 07 CONSULTAS DURANTE O PERÍODO DE GESTAÇÃO PARA VALORIZAR O DIAGNÓSTICO E ACOLHIMENTO OPORTUNO;TER REALIZADO PELO MENOS 07 REGISTROS DE PRESSÃO ARTERIAL DURANTE O PERÍODO DA GESTAÇÃO;TER REALIZADO PELO MENOS 07 REGISTROS SIMULTÂNEOS DE PESO E ALTURA DURANTE O PERÍODO DA GESTAÇÃO;TER REGISTRO DE PELO MENOS 03 VISITAS DOMICILIARES DO ACS/TACS, APÓS A PRIMEIRA CONSULTA DO PRÉ-NATAL;TER REGISTRO DE UMA DOSE DE DTPA A PARTIR DA 20ª SEMANA DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS, HIV E HEPATITES B E C REALIZADOS NO PRIMEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS E HIV REALIZADOS NO TERCEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 VISITA DOMICILIAR POR ACS/TACS REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 AVALIAÇÃO ODONTOLÓGICA REALIZADA DURANTE O PERÍODO DA GESTAÇÃO POR PROFISSIONAL CIRURGIÃ(ÃO) DENTISTA OU TÉCNICA(O) EM SAÚDE BUCAL OU AUXILIAR DE SAÚDE BUCA;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;PONTUAÇÃO
2787423;UBS JARDIM GUARUJA;CENTRO DE SAUDE/UNIDADE BASICA;358703;J GUARUJA 3;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;45;24;30;4;36;32;13;25;13;4;45;2484;53;46,87
2064820;UBS PONTE RASA DR CARLOS OLIVALDO DE SOUZA LOPES MUNIZ;CENTRO DE SAUDE/UNIDADE BASICA;2261790;AZUL ;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6332501;UBS VILA MARCELO;CENTRO DE SAUDE/UNIDADE BASICA;368989;VILA MARCELO II;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;40;19;23;18;33;22;9;9;14;8;26;2029;46;44,11
5079454;UBS JARDIM CELESTE;CENTRO DE SAUDE/UNIDADE BASICA;367656;J CELESTE 1;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;11;3;5;3;1;9;2;0;4;0;7;416;13;32
2752182;UBS BRAS DR MANOEL SALDIVA NETO;CENTRO DE SAUDE/UNIDADE BASICA;355682;4033 - EQUIPE C;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;45;19;23;10;33;31;11;8;12;4;39;2160;51;42,35
3614948;UBS LUAR DO SERTAO;CENTRO DE SAUDE/UNIDADE BASICA;365475;LUAR DO SERTAO - VERMELHO;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;26;13;15;9;23;16;18;5;9;5;20;1457;26;56,04
2786842;UBS CAMPO LIMPO;CENTRO DE SAUDE/UNIDADE BASICA;356530;CAMPO LIMPO - LARANJA;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Abril;Gestantes e puérperas;6;1;1;1;1;4;2;1;1;0;5;213;6;35,5
2752247;AMA UBS PARQUE BOTURUSSU PROF DR HUMBERTO CERRUTI;CENTRO DE SAUDE/UNIDADE BASICA;2148986;FLOR DE LIRIO;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;17;6;4;7;8;7;0;2;8;0;13;665;22;30,23
2086808;UBS JARDIM SANTA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;1666053;EQUIPE 04 VERMELHA;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;7;2;4;4;9;14;2;2;5;4;14;610;22;27,73
2091712;UBS DR WALTER ELIAS;CENTRO DE SAUDE/UNIDADE BASICA;2265702;EAP 01 UBS WALTER ELIAS;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2787423;UBS JARDIM GUARUJA;CENTRO DE SAUDE/UNIDADE BASICA;358711;J GUARUJA 5;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;21;17;18;11;8;18;9;15;8;2;24;1380;25;55,2
2091720;UBS JARDIM FONTALIS;CENTRO DE SAUDE/UNIDADE BASICA;1693638;4 VERMELHO RUBI UBS FONTALIS;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;35;17;18;2;19;21;21;9;2;0;17;1484;44;33,73
6592899;AMA UBS VILA SILVIA;CENTRO DE SAUDE/UNIDADE BASICA;2261340;EAP01;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2787210;UBS JARDIM BOA VISTA;CENTRO DE SAUDE/UNIDADE BASICA;357863;ESF 2 VERDE BOA VISTA;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;11;7;10;3;8;8;6;0;5;0;4;569;14;40,64
2787296;UBS JARDIM COLONIAL;CENTRO DE SAUDE/UNIDADE BASICA;2262673;BRANCO;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5079454;UBS JARDIM CELESTE;CENTRO DE SAUDE/UNIDADE BASICA;367672;J CELESTE 4;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;11;3;3;2;3;8;2;0;2;0;7;380;14;27,14
3614948;UBS LUAR DO SERTAO;CENTRO DE SAUDE/UNIDADE BASICA;365491;LUAR DO SERTAO - VERDE;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;24;18;19;12;23;15;20;7;7;4;21;1554;25;62,16
2079070;UBS VILA CISPER;CENTRO DE SAUDE/UNIDADE BASICA;355208;EQUIPE 04;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;14;1;3;2;9;10;0;0;3;0;14;518;16;32,38
3074544;UBS JARDIM SAO CARLOS CIDADE ADEMAR;CENTRO DE SAUDE/UNIDADE BASICA;365009;SAO CARLOS 2;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;15;8;0;1;10;10;8;2;2;3;1;555;18;30,83
2752263;UBS JARDIM GUAIRACA;CENTRO DE SAUDE/UNIDADE BASICA;355690;4192 - AZUL;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;22;9;10;8;19;14;11;4;8;5;20;1192;24;49,67
9343121;UBS INTERATIVA;CENTRO DE SAUDE/UNIDADE BASICA;1678043;EQ-5 AMARELA -MOTIVACAO;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;23;11;13;10;21;18;15;7;5;4;22;1364;28;48,71
2787210;UBS JARDIM BOA VISTA;CENTRO DE SAUDE/UNIDADE BASICA;357871;ESF 3 AZUL BOA VISTA;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;11;6;7;4;7;4;7;2;4;4;4;551;12;45,92
6332501;UBS VILA MARCELO;CENTRO DE SAUDE/UNIDADE BASICA;368997;VILA MARCELO I;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;25;12;17;12;23;13;2;7;9;5;18;1312;30;43,73
6090621;UBS REPUBLICA FERNANDA SANTE LIMEIRA;CENTRO DE SAUDE/UNIDADE BASICA;368512;ESF REPUBLICA 03;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;2;0;1;1;0;2;2;0;0;0;1;83;2;41,5
5079454;UBS JARDIM CELESTE;CENTRO DE SAUDE/UNIDADE BASICA;367664;J CELESTE 2;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;6;3;2;2;1;4;1;1;2;1;6;267;8;33,38
2030969;AMA UBS AMERICANOPOLIS;CENTRO DE SAUDE/UNIDADE BASICA;354368;4463 EQUIPE 3 AZUL;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;23;13;17;10;13;12;7;7;11;3;16;1211;29;41,76
2787296;UBS JARDIM COLONIAL;CENTRO DE SAUDE/UNIDADE BASICA;2262665;AZUL;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2752220;UBS ENGENHEIRO GOULART DR JOSE PIRES;CENTRO DE SAUDE/UNIDADE BASICA;2261332;EAP01;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2079070;UBS VILA CISPER;CENTRO DE SAUDE/UNIDADE BASICA;355216;EQUIPE 06;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;12;2;1;0;4;10;2;2;2;0;12;435;15;29
9339833;UBS JOVA RURAL;CENTRO DE SAUDE/UNIDADE BASICA;1693646;EQUIPE 1;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;31;16;19;13;15;15;2;1;7;2;21;1309;33;39,67
2086808;UBS JARDIM SANTA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;1666061;EQUIPE 05 LARANJA;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;5;1;1;2;2;6;3;4;5;3;8;365;13;28,08
5079454;UBS JARDIM CELESTE;CENTRO DE SAUDE/UNIDADE BASICA;367680;J CELESTE 3;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;5;3;5;4;3;5;3;1;4;2;6;374;8;46,75
2786842;UBS CAMPO LIMPO;CENTRO DE SAUDE/UNIDADE BASICA;356549;CAMPO LIMPO - BRANCO;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Abril;Gestantes e puérperas;16;3;5;2;6;6;9;3;1;2;16;637;16;39,81
3074544;UBS JARDIM SAO CARLOS CIDADE ADEMAR;CENTRO DE SAUDE/UNIDADE BASICA;365017;SAO CARLOS 4;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;9;3;1;3;6;8;4;0;1;3;4;387;16;24,19
2789280;UBS VARGEM GRANDE;CENTRO DE SAUDE/UNIDADE BASICA;364169;ATHENA;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;23;9;10;7;10;10;6;1;5;3;18;941;25;37,64
9343121;UBS INTERATIVA;CENTRO DE SAUDE/UNIDADE BASICA;1678035;EQ.4 AZUL -FOGO;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;16;8;11;5;8;12;6;5;5;3;12;835;20;41,75
2788942;UBS VILA GUARANI;CENTRO DE SAUDE/UNIDADE BASICA;2144123;EQUIPE I;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;28;12;7;8;11;12;10;2;9;0;26;1153;32;36,03
2788942;UBS VILA GUARANI;CENTRO DE SAUDE/UNIDADE BASICA;2144182;EQUIPE VI;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;10;5;2;3;8;8;2;6;4;4;13;595;17;35
2788438;UBS IACAPE JARDIM PLANALTO;CENTRO DE SAUDE/UNIDADE BASICA;361909;4173 - EQUIPE 3 AMARELA;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;22;10;14;9;17;16;12;4;8;5;16;1219;26;46,88
9339833;UBS JOVA RURAL;CENTRO DE SAUDE/UNIDADE BASICA;1693697;EQUIPE 5;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;41;21;22;19;33;20;8;6;9;4;30;1958;50;39,16
2091712;UBS DR WALTER ELIAS;CENTRO DE SAUDE/UNIDADE BASICA;2265729;EAP 03 UBS WALTER ELIAS;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;2;2;2;2;0;1;0;1;1;0;2;155;2;77,5
2788888;UBS VILA ESPERANCA DR EMILIO SANTIAGO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;2261367;EAP01;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2752271;UBS VILA ITAPEMA;CENTRO DE SAUDE/UNIDADE BASICA;2262215;AMARELO;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;0;0;1;1;0;2;0;0;0;0;1;81;2;40,5
2030969;AMA UBS AMERICANOPOLIS;CENTRO DE SAUDE/UNIDADE BASICA;354376;4461 EQUIPE 1 - AMARELA;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;22;10;13;8;12;8;7;4;6;1;16;985;25;39,4
3105504;UBS RECANTO DOS HUMILDES;CENTRO DE SAUDE/UNIDADE BASICA;365033;RECANTO - EQ1;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;50;19;25;17;37;26;35;6;11;6;23;2345;59;39,75
2079070;UBS VILA CISPER;CENTRO DE SAUDE/UNIDADE BASICA;355224;EQUIPE 05;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;11;0;0;0;3;10;0;0;2;0;11;344;11;31,27
2789280;UBS VARGEM GRANDE;CENTRO DE SAUDE/UNIDADE BASICA;364185;CRATERA;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;30;10;15;9;14;16;8;0;5;3;21;1209;33;36,64
2786842;UBS CAMPO LIMPO;CENTRO DE SAUDE/UNIDADE BASICA;356557;CAMPO LIMPO - OURO;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Abril;Gestantes e puérperas;3;1;0;0;1;1;3;1;1;0;4;138;4;34,5
2787091;UBS JARDIM DOS EUCALIPTOS HELIO MOREIRA SALLES;CENTRO DE SAUDE/UNIDADE BASICA;357405;4163 - PAU BRASIL;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;19;11;11;5;11;12;10;4;4;1;16;955;22;43,41
2787423;UBS JARDIM GUARUJA;CENTRO DE SAUDE/UNIDADE BASICA;358738;J GUARUJA 4;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;27;13;17;3;22;16;7;10;6;4;27;1395;30;46,5
7270941;UBS JARDIM MARINGA VILA TALARICO;CENTRO DE SAUDE/UNIDADE BASICA;1486470;EQUIPE III;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;2;0;0;0;0;2;0;0;0;0;2;56;2;28
4050134;UBS JARDIM NOSSA SENHORA DO CARMO;CENTRO DE SAUDE/UNIDADE BASICA;367206;EQUIPE 01;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;9;2;9;9;18;20;3;10;2;6;22;999;31;32,23
3992101;UBS CHACARA DO CONDE;CENTRO DE SAUDE/UNIDADE BASICA;366358;CH DO CONDE 03;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;30;16;19;18;19;16;4;6;5;5;24;1488;32;46,5
2079070;UBS VILA CISPER;CENTRO DE SAUDE/UNIDADE BASICA;355232;EQUIPE 07;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;15;1;3;2;6;13;3;0;3;0;12;537;19;28,26
2789280;UBS VARGEM GRANDE;CENTRO DE SAUDE/UNIDADE BASICA;364177;VENUS;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;32;14;15;11;18;20;10;1;6;5;21;1409;35;40,26
3105504;UBS RECANTO DOS HUMILDES;CENTRO DE SAUDE/UNIDADE BASICA;365025;RECANTO - EQ5;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;47;15;22;15;26;22;40;4;13;5;20;2108;48;43,92
2030969;AMA UBS AMERICANOPOLIS;CENTRO DE SAUDE/UNIDADE BASICA;354384;4462 EQUIPE 2 - VERDE;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;24;8;11;5;12;11;7;3;3;2;16;942;27;34,89
2027011;UBS JARDIM CARRAOZINHO;CENTRO DE SAUDE/UNIDADE BASICA;1606336;VERDE;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;26;15;17;14;10;15;17;8;14;5;25;1520;27;56,3
2086808;UBS JARDIM SANTA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;1666088;EQUIPE 06 ROSA;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;5;0;4;3;5;15;1;4;3;3;17;545;26;20,96
2787032;UBS ENGENHEIRO TRINDADE;CENTRO DE SAUDE/UNIDADE BASICA;2261359;EAP01;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2788438;UBS IACAPE JARDIM PLANALTO;CENTRO DE SAUDE/UNIDADE BASICA;361917;4172 - EQUIPE 2 AZUL;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;24;14;14;13;16;16;16;2;7;4;21;1347;24;56,13
2787091;UBS JARDIM DOS EUCALIPTOS HELIO MOREIRA SALLES;CENTRO DE SAUDE/UNIDADE BASICA;357413;4164 - ACACIA;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;20;10;13;9;19;11;12;7;5;4;16;1154;24;48,08
2786842;UBS CAMPO LIMPO;CENTRO DE SAUDE/UNIDADE BASICA;356565;CAMPO LIMPO - AMARELO;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Abril;Gestantes e puérperas;15;5;5;0;11;12;8;3;4;0;17;735;17;43,24
2091712;UBS DR WALTER ELIAS;CENTRO DE SAUDE/UNIDADE BASICA;2265710;EAP 02 UBS WALTER ELIAS;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4050185;AMA UBS JARDIM ALFREDO;CENTRO DE SAUDE/UNIDADE BASICA;367222;J ALFREDO 3;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;11;5;6;4;0;5;3;0;3;2;10;452;13;34,77
2787423;UBS JARDIM GUARUJA;CENTRO DE SAUDE/UNIDADE BASICA;358746;J GUARUJA 2;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;20;12;12;8;14;10;6;8;3;2;20;1055;21;50,24
2787210;UBS JARDIM BOA VISTA;CENTRO DE SAUDE/UNIDADE BASICA;357898;ESF 6 LILAS BOA VISTA;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;14;9;14;4;12;9;8;1;3;3;10;797;17;46,88
3992101;UBS CHACARA DO CONDE;CENTRO DE SAUDE/UNIDADE BASICA;366374;CH DO CONDE 04;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;23;15;18;15;22;17;7;2;11;6;22;1445;30;48,17
2789280;UBS VARGEM GRANDE;CENTRO DE SAUDE/UNIDADE BASICA;364193;ZEN;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;31;15;15;12;24;14;8;1;7;5;20;1399;33;42,39
3105504;UBS RECANTO DOS HUMILDES;CENTRO DE SAUDE/UNIDADE BASICA;365041;RECANTO - EQ6;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;43;18;21;18;28;26;34;3;14;6;23;2149;47;45,72
2787482;UBS JARDIM IV CENTENARIO;CENTRO DE SAUDE/UNIDADE BASICA;2262681;AMARELO;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6090621;UBS REPUBLICA FERNANDA SANTE LIMEIRA;CENTRO DE SAUDE/UNIDADE BASICA;368547;ESF REPUBLICA 04;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;2;0;0;0;1;1;0;0;0;0;1;47;2;23,5
5079454;UBS JARDIM CELESTE;CENTRO DE SAUDE/UNIDADE BASICA;367699;J CELESTE 5;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;8;3;6;3;1;8;5;0;2;0;6;386;12;32,17
2786842;UBS CAMPO LIMPO;CENTRO DE SAUDE/UNIDADE BASICA;356573;CAMPO LIMPO - ROSA;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Abril;Gestantes e puérperas;2;2;2;1;2;2;1;2;1;0;2;155;2;77,5
3992101;UBS CHACARA DO CONDE;CENTRO DE SAUDE/UNIDADE BASICA;366366;CH DO CONDE 01;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;30;13;16;10;28;17;2;2;7;4;30;1461;37;39,49
4050185;AMA UBS JARDIM ALFREDO;CENTRO DE SAUDE/UNIDADE BASICA;367214;J ALFREDO 2;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;5;1;1;1;0;3;1;0;2;0;3;158;6;26,33
4493516;UBS PARQUE SANTO ANTONIO II;CENTRO DE SAUDE/UNIDADE BASICA;2487993;UBS PQ S ANTONIO II 3;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;21;9;11;8;6;14;5;4;4;2;13;894;26;34,38
2787091;UBS JARDIM DOS EUCALIPTOS HELIO MOREIRA SALLES;CENTRO DE SAUDE/UNIDADE BASICA;357421;4165 - PRIMAVERA;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;16;4;6;5;9;4;10;3;2;1;15;691;20;34,55
9343121;UBS INTERATIVA;CENTRO DE SAUDE/UNIDADE BASICA;1678051;EQ 6 ROSA -FENIX;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;17;11;15;3;13;13;13;5;5;3;16;1043;20;52,15
2027011;UBS JARDIM CARRAOZINHO;CENTRO DE SAUDE/UNIDADE BASICA;1606344;AZUL;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;21;9;9;6;10;9;11;4;4;1;16;921;21;43,86
2788535;UBS SAO MATEUS NAIR ALVES DE REZENDE NORIMBENI;CENTRO DE SAUDE/UNIDADE BASICA;1666096;EQUIPE SAO MATEUS;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;139;47;7;16;83;77;7;8;23;19;100;6763;156;43,35
9339833;UBS JOVA RURAL;CENTRO DE SAUDE/UNIDADE BASICA;1693670;EQUIPE 3;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;39;19;20;16;16;19;3;1;4;3;32;1587;41;38,71
2787709;UBS JARDIM REPUBLICA;CENTRO DE SAUDE/UNIDADE BASICA;2264897;EAP - REPUBLICA 1;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6822991;UBS JARDIM NOVO HORIZONTE;CENTRO DE SAUDE/UNIDADE BASICA;369411;NOVO HORIZONTE IV;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;33;18;19;16;26;25;7;3;15;10;28;1833;38;48,24
2788373;UBS PARQUE PERUCHE;CENTRO DE SAUDE/UNIDADE BASICA;2265745;EAP 01 UBS PARQUE PERUCHE;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2787423;UBS JARDIM GUARUJA;CENTRO DE SAUDE/UNIDADE BASICA;358754;J GUARUJA 1;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;36;14;18;10;24;20;13;14;7;3;33;1764;38;46,42
6090621;UBS REPUBLICA FERNANDA SANTE LIMEIRA;CENTRO DE SAUDE/UNIDADE BASICA;368563;ESF REPUBLICA 02;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;1;0;0;0;0;0;1;0;0;0;0;19;1;19
2787768;UBS JARDIM SAO BENTO;CENTRO DE SAUDE/UNIDADE BASICA;359602;SAO BENTO - PRETO;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;27;12;16;12;19;14;15;6;8;5;26;1467;29;50,59
3992101;UBS CHACARA DO CONDE;CENTRO DE SAUDE/UNIDADE BASICA;366382;CH DO CONDE 05;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;23;11;12;6;18;14;3;3;3;3;24;1103;29;38,03
4050185;AMA UBS JARDIM ALFREDO;CENTRO DE SAUDE/UNIDADE BASICA;367230;J ALFREDO 6;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;12;6;6;6;0;14;3;0;3;1;15;606;21;28,86
2789043;UBS VILA MATILDE DR RUBENS DO VAL;CENTRO DE SAUDE/UNIDADE BASICA;2261383;EAP01;eAP;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;2;0;0;0;0;2;0;0;0;0;1;83;2;41,5
2786842;UBS CAMPO LIMPO;CENTRO DE SAUDE/UNIDADE BASICA;356581;CAMPO LIMPO - PRATA;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Abril;Gestantes e puérperas;15;6;6;5;9;10;7;4;4;1;15;753;16;47,06
2787776;UBS JARDIM SAO FRANCISCO I;CENTRO DE SAUDE/UNIDADE BASICA;359610;4083 - EQUIPE 3;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;2;0;0;0;0;2;1;0;0;0;1;56;2;28
2787431;UBS JARDIM HELIAN;CENTRO DE SAUDE/UNIDADE BASICA;358762;EQUIPE 01;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;13;1;8;5;10;14;2;5;1;2;13;679;25;27,16
2788942;UBS VILA GUARANI;CENTRO DE SAUDE/UNIDADE BASICA;2144158;EQUIPE III;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;34;16;10;3;17;17;8;4;7;3;31;1384;39;35,49
6822991;UBS JARDIM NOVO HORIZONTE;CENTRO DE SAUDE/UNIDADE BASICA;369403;NOVO HORIZONTE V;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;29;6;8;6;15;9;5;1;6;3;20;1001;31;32,29
2788438;UBS IACAPE JARDIM PLANALTO;CENTRO DE SAUDE/UNIDADE BASICA;361925;4174 - EQUIPE 4 VERDE;eSF;SÃO PAULO;Capital;Outros;Outra;Abril;Gestantes e puérperas;24;8;13;6;18;11;15;4;3;4;16;1122;25;44,88
